"ObjectID","Mapped","Crash Date","City/Town","Address","AOT Route","Crash Type","Collision Direction","Weather","Road Group","Report Number","Reporting Agency","Road Group ID","AOT Actual Milepoint","Animal","Time of Day","Intersection With","Impairment","Involving","Non Reportable Address","Reporting Agency ID","Road Characteristics","Road Condition","Street Address","Surface Condition","AOT Route ID","Coordinates"
"731624","","December 24, 2016, 6:23 AM","Waterford","Interstate 93","I-93","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16B105673","VSP - A4 St. Johnsbury","10","9.7","Deer","Day","Mile Marker 9/70","None","None","","VTVSP0200","Not at a Junction","None","Interstate 93","Wet","0930","44.409171447207584,-71.99150929384903"
"725790","","December 28, 2016, 6:25 PM","Bennington","VT RT 279","VT-279","Property Damage Only","Single Vehicle Crash","Wind","State Highway numbered route, State owned","16BN08764","Bennington PD.","10","1.36","Deer","Night","Austin Hill Over Pass","None","None","","VT0020100","Not at a Junction","None","VT RT 279","Snow","2790","42.90367906920019,-73.25405641630502"
"1371334","","December 29, 2016, 6:15 AM","Barre Town","Middle Rd","TOWN ROAD 0004","Property Damage Only","Single Vehicle Crash","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","16BT006211","Barre Town PD","6","999.99","Deer","Day","Hutchins Circle","None","None","","VT0120500","Not at a Junction","None","Middle Rd","Snow","T0004","44.16441856861828,-72.50072634830202"
"725936","","December 29, 2016, 7:50 AM","Fair Haven","Us 4","US-4","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16FH02113","Fair Haven PD.","10","1.21","Deer","Night","Exit 2","None","None","","VT0110400","Not at a Junction","None","Us 4","Dry","0040","43.60014278463284,-73.28264344729156"
"1389981","","December 31, 2016, 10:43 AM","Bennington","300 Houran Road","TOWN ROAD 0040","Property Damage Only","Single Vehicle Crash","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","16BN08831","Bennington PD.","6","999.99","Deer","Night","Pucker HIll Road","None","None","","VT0020100","Not at a Junction","None","300 Houran Road","Dry","T0040","42.884952801964396,-73.26151241678893"
"1388083","","January 2, 2017, 8:36 AM","Orwell","212 Mt Independence Road","MOUNT INDEPENDENCE RD","Property Damage Only","Single Vehicle Crash","Clear","Minor Collector - Non Fed Aid Rural TH","17B500009","VSP - B5 New Haven","4","999.99","Deer","Night","Bascom Road","None","None","","VTVSP0600","Not at a Junction","None","212 Mt Independence Road","Dry","S0618","43.79412672187809,-73.33798317518477"
"725775","","January 2, 2017, 6:36 PM","Manchester","1930 Main St","VT-7A","Property Damage Only","Other - Explain in Narrative","Clear","State Highway numbered route, State owned","17MC000013","Manchester PD.","10","4.64","Deer","Night","Villlage At Ormsby Hill","None","None","","VT0020400","Not at a Junction","None","1930 Main St","Dry","0071","43.1742310187153,-73.06030261677346"
"725642","","January 3, 2017, 8:50 AM","Pittsford","US RT 7","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B400045","VSP - B4 Rutland","10","4.51","Deer","Night","Kendall Hill Road","None","None","","VTVSP0300","Not at a Junction","None","US RT 7","Dry","0070","43.713233825838394,-73.03636480453255"
"734318","","January 3, 2017, 9:45 AM","Ferrisburgh","4653 US Route 7","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B500018","VSP - B5 New Haven","10","4.64","Deer","Night","Greenbush Road","None","None","","VTVSP0600","Not at a Junction","None","4653 US Route 7","Dry","0070","44.22638231239235,-73.23663152576376"
"923734","","January 3, 2017, 10:00 PM","Shelburne","Irish Hill","IRISH HILL ROAD","Property Damage Only","","Cloudy","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","17SH00023","Shelburne PD.","2","0","Deer","Day","Thompson Road","None","None","","VT0040700","Not at a Junction","None","Irish Hill","Wet","U5716","44.372260294366875,-73.21162616523091"
"1390820","","January 5, 2017, 9:08 PM","Milton","259 East Rd","TOWN ROAD 0005","Property Damage Only","Single Vehicle Crash","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","2017MT000111","Milton PD.","6","999.99","Deer","Day","Hardscrabble Road","None","None","","VT0040600","Not at a Junction","None","259 East Rd","Dry","T0005","44.627532593516875,-73.10084675765533"
"725446","","January 7, 2017, 5:35 AM","Marshfield","","US-2","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A300070","VSP - A1 Williston","10","2.57","Deer","Day","5630 US Rte 2","None","None","","VTVSP0100","Not at a Junction","None","","Dry","0020","44.30764462631767,-72.39883431394084"
"732610","","January 10, 2017, 6:30 AM","Barre Town","E Barre Rd","US-302","Property Damage Only","Left Turn and Thru, Head On ^v--","Clear","State Highway numbered route, State owned","17BT000082","Barre Town PD","10","2.27","Deer","Day","Round About","None","None","","VT0120500","Not at a Junction","None","E Barre Rd","Dry","3020","44.164207455634006,-72.4517424602962"
"737403","","January 12, 2017, 12:58 PM","Windsor","","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B100236","VSP - B1 Westminster","10","54.8","Deer","Night","Exit 8 South","None","None","","VTVSP1600","Not at a Junction","None","","Wet","0910","43.44891510423893,-72.40700483236586"
"725212","","January 13, 2017, 5:16 AM","Springfield","Skitchwaug Trail","VT-143 TH","Property Damage Only","Single Vehicle Crash","","Federal Aid Secondary System (Class 2 TH)","17SF000250","Springfield PD.","3","3.56","Deer","Day","Greely Rd","None","None","","VT0140200","Not at a Junction","None","Skitchwaug Trail","Dry","S0136","43.30489374332979,-72.43056020559278"
"735240","","January 15, 2017, 5:30 AM","Manchester","6826 Main Street","VT-7A","Property Damage Only","Other - Explain in Narrative","Cloudy","State Highway numbered route, Class 1 TH","17MC000176","Manchester PD.","11","6.34","Deer","Day","North Road","None","None","","VT0020400","Not at a Junction","None","6826 Main Street","Dry","0071","43.192490137280494,-73.04121196615645"
"737253","","January 15, 2017, 5:31 AM","Milton","US Route 7 South","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","2017MT000376","Milton PD.","10","1.16","Deer","Day","Andrea Lane","None","None","","VT0040600","Not at a Junction","None","US Route 7 South","Dry","0070","44.6105711675235,-73.15492213118394"
"724938","","January 15, 2017, 7:50 PM","Rockingham","","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17B100299","VSP - B1 Westminster","10","36.15","Deer","Night","MM 36/15","None","None","","VTVSP1600","Not at a Junction","None","","Dry","0910","43.19139619032155,-72.45784961770245"
"729862","","January 16, 2017, 6:36 AM","Stowe","Mountain Rd","VT-108","Property Damage Only","","","State Highway numbered route, State owned","2017ST000257","Stowe PD.","10","4.83","Deer","Day","","None","None","","VT0080200","","","Mountain Rd","","1080","44.50140487908757,-72.75230280505957"
"732107","","January 17, 2017, 11:47 AM","Bradford","MM97","I-91","Property Damage Only","","","State Highway numbered route, State owned","17A400301","VSP - A4 St. Johnsbury","10","97","Deer","Night","Exit 16","None","None","","VTVSP0200","Not at a Junction","None","MM97","Slush","0910","43.97607914134645,-72.12545576565323"
"731669","","January 18, 2017, 6:13 AM","Rutland Town","Stratton Rd","STRATTON ROAD","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","17B400333","VSP - B4 Rutland","2","0","Deer","Day","Cold River Rd","None","None","","VTVSP0300","Not at a Junction","None","Stratton Rd","Wet","U3218","43.58611307411736,-72.95157702646611"
"1427133","","January 20, 2017, 3:42 AM","Bennington","393 Overlea Road","TOWN ROAD 0010","Property Damage Only","Single Vehicle Crash","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","17BN00437","Bennington PD.","6","999.99","Deer","Day","Vermont Route 7 A","None","None","","VT0020100","Not at a Junction","None","393 Overlea Road","Wet","T0010","42.92808731194935,-73.22018579852346"
"744938","","January 20, 2017, 9:50 AM","Essex","319 RIVER RD","VT-117","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17ES00372","Essex PD.","10","4.14","Deer","Night","OVERLOOK TER","None","None","","VT0040200","Not at a Junction","None","319 RIVER RD","Dry","1170","44.47359365334422,-73.03470948983984"
"734028","","January 21, 2017, 7:46 AM","Colchester","Interstate 89 SB","I-89","Injury","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A100298","VSP - A1 Williston","10","91.31","Deer","Night","Exit 16 SB On-Ramp","None","None","","VTVSP0100","Not at a Junction","None","Interstate 89 SB","Dry","0890","44.50421868986071,-73.17807607796206"
"734604","","January 23, 2017, 10:36 AM","Hartford","Woodstock RD","US-4","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17HF00355","Hartford PD.","10","8.44","Deer","Night","VA Cutoff Rd","None","None","","VT0140300","Not at a Junction","None","Woodstock RD","Dry","0040","43.657546898029445,-72.34534450572053"
"721092","","January 26, 2017, 7:14 AM","Corinth","8392 VT Route 25","VT-25","Injury","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A400461","VSP - A4 St. Johnsbury","10","1.34","Deer","Night","Village Road","None","None","","VTVSP0200","Not at a Junction","None","8392 VT Route 25","Dry","0250","44.05471282590174,-72.22116331623896"
"725048","","January 26, 2017, 10:40 AM","Addison","8498 Vt Route 22A","VT-22A","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B500260","VSP - B5 New Haven","10","0.58","Deer","Night","TownLine Road, Bridport","None","None","","VTVSP0600","Not at a Junction","None","8498 Vt Route 22A","Wet","0221","44.03828307116415,-73.30632802431322"
"725054","","January 30, 2017, 6:36 AM","Waterford","Interstate 91 MM4.2","I-93","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","State Highway numbered route, State owned","17A400534","VSP - A4 St. Johnsbury","10","4.21","Deer","Day","MM 4.2 S","None","None","","VTVSP0200","Not at a Junction","None","Interstate 91 MM4.2","Wet","0930","44.39632205002842,-71.92050612639218"
"1459130","","January 30, 2017, 8:35 PM","Guilford","Guilford Center Road","GUILFORD CENTER RD","Property Damage Only","Single Vehicle Crash","Cloudy","Minor Collector - Non Fed Aid Rural TH","17B100578","VSP - B1 Westminster","4","999.99","Deer","Day","School Road TH #21","None","None","","VTVSP1600","Not at a Junction","None","Guilford Center Road","Dry","S0508","42.797850820047145,-72.62117974457912"
"721230","","January 31, 2017, 7:36 PM","Milton","US Route 2","US-2","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","2017MT000719","Milton PD.","10","2.21","Wild","Night","Bear Trap rd","None","None","","VT0040600","Not at a Junction","None","US Route 2","Dry","0020","44.62297160133381,-73.21339745043039"
"719686","","February 2, 2017, 7:34 PM","Milton","399 Westford Rd","WESTFORD RD","Property Damage Only","Single Vehicle Crash","Cloudy","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","2017MT000756","Milton PD.","2","2.64","Deer","Day","","None","None","","VT0040600","Not at a Junction","None","399 Westford Rd","Snow","U5808","44.64398753380006,-73.06566526880447"
"733735","","February 4, 2017, 6:58 AM","Coventry","1157 VT RT 105","VT-105","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A500499","VSP - A5 Derby","10","0.36","Deer","Day","Petit Road","None","None","","VTVSP0800","Not at a Junction","Obstruction in roadway","1157 VT RT 105","Snow","1050","44.92978922209821,-72.26115536456375"
"737033","","February 5, 2017, 7:18 AM","Bennington","279 East Road","EAST RD.","Property Damage Only","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","17BN00810","Bennington PD.","2","0.28","Deer","Night","Vermont Route 9","None","None","","VT0020100","Not at a Junction","None","279 East Road","Dry","U1021","42.8977473336572,-73.19284031343771"
"733670","","February 7, 2017, 2:20 PM","Brattleboro","Marlboro Rd","VT-9","Injury","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17BB01010","Brattleboro PD.","10","3.17","Domestic","Night","Sunset Lake Rd","Alcohol","None","","VT0130200","Not at a Junction","None","Marlboro Rd","Dry","0090","42.86764207297101,-72.62274710454875"
"736726","","February 8, 2017, 4:05 AM","Bolton","Interstate 89 S","I-89","Property Damage Only","Single Vehicle Crash","Rain","State Highway numbered route, State owned","17A100588","VSP - A1 Williston","10","69.95","Deer","Day","Mm 69/95","None","None","","VTVSP0100","Not at a Junction","None","Interstate 89 S","Wet","0890","44.36944935450892,-72.8671315615324"
"731818","","February 8, 2017, 11:00 PM","Rockingham","377 U.S. Route 5","US-5","Property Damage Only","Other - Explain in Narrative","Freezing Precipitation","State Highway numbered route, State owned","17SF001017","Springfield PD.","10","5.69","Domestic","Day","#377","None","None","","VT0140200","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","377 U.S. Route 5","Snow","0050","43.19724424536156,-72.45313727713389"
"1483376","","February 11, 2017, 10:45 PM","Westminster","Pine Banks Road","TOWN ROAD 0055","Property Damage Only","Single Vehicle Crash","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","17WHC000837","Windham CSD","6","999.99","Domestic","Day","Quarry Road","None","None","","VT0130000","Other - Explain in Narrative","None","Pine Banks Road","Snow","T0055","43.02177374200956,-72.47974573309767"
"734363","","February 21, 2017, 2:15 AM","Bennington","US Route 7 NB","US-7","Property Damage Only","Head On","Clear","State Highway numbered route, State owned","17BN01181","Bennington PD.","10","5.49","Deer","Day","Exit 1","None","None","","VT0020100","On Ramp","Road Surface Condition(wet, icy, snow, slush, etc)","US Route 7 NB","Dry","0070","42.91062372895309,-73.20829186440827"
"1500027","","February 22, 2017, 6:42 PM","South Burlington","Shamrock Rd","SHAMROCK RD","Property Damage Only","Other - Explain in Narrative","","Street or Town Highways in FA Urban Area","2017SB002066","So. Burlington PD.","5","999.99","Deer","Night","Ethan Allen Dr","None","None","","VT0040300","Not at a Junction","None","Shamrock Rd","Dry","0000","44.48483093575568,-73.16251219729884"
"733131","","February 23, 2017, 7:29 AM","Bennington","2275 West Road","VT-9","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17BN01243","Bennington PD.","10","1.17","Deer","Night","Dermody Road","None","None","","VT0020100","Not at a Junction","None","2275 West Road","Dry","0090","42.877495838507684,-73.25549508423364"
"736930","","February 24, 2017, 9:04 AM","Colchester","650 Severance Road","SEVERANCE ROAD","Property Damage Only","Single Vehicle Crash","Cloudy","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","17CC001493","Colchester PD.","2","0.67","Deer","Night","Foreman Drive","None","None","","VT0040500","Not at a Junction","None","650 Severance Road","Dry","U5616","44.52471798281552,-73.16024506174304"
"744747","","February 26, 2017, 7:38 AM","Essex","I 289 EXIT 12","VT-289","Property Damage Only","Single Vehicle Crash","Rain","Ramp or Spur","17ES00974","Essex PD.","7","0.2","Deer","Night","","None","None","","VT0040200","Off Ramp","None","I 289 EXIT 12","Wet","2890","44.48311466104206,-73.06748123524487"
"733454","","February 27, 2017, 6:55 AM","Brattleboro","Western Ave","VT-9","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, Class 1 TH","17BB01567","Brattleboro PD.","11","5.35","Deer","Day","Brookside Drive","None","None","","VT0130200","Not at a Junction","None","Western Ave","Dry","0090","42.85033704653488,-72.58958475601139"
"721011","","February 27, 2017, 7:20 AM","Bradford","Interstate 91 Mile Marker 98","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A401073","VSP - A4 St. Johnsbury","10","98.2","Deer","Night","I 91 South Mm 98.6","None","None","","VTVSP0200","Not at a Junction","None","Interstate 91 Mile Marker 98","Dry","0910","43.991070302476395,-72.13535530323274"
"721704","","March 3, 2017, 7:49 AM","Bennington","Vermont Route 279 East","VT-279","Property Damage Only","Single Vehicle Crash","Clear","Ramp or Spur","17BN01454","Bennington PD.","7","0.06","Deer","Night","VT Route 9","None","None","","VT0020100","Not at a Junction","None","Vermont Route 279 East","Dry","2790","42.88251623471938,-73.17061427475973"
"806691","","March 5, 2017, 8:43 AM","Alburg","70 S. Main Street","US-2","Property Damage Only","Head On","Clear","State Highway numbered route, State owned","17GIC0357","Grand Isle CSD","10","4.7","Domestic","Night","N. Hero / Alburg Bridge And Rt. 129","None","None","","VT0070000","Not at a Junction","None","70 S. Main Street","Dry","0020","44.96765153301308,-73.30298042381314"
"1537971","","March 9, 2017, 5:34 AM","Sunderland","U.S. Route 7","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B300756","VSP - B3 Shaftsbury","10","999.99","Wild","Day","Exit 4","None","None","","VTVSP0900","Not at a Junction","None","U.S. Route 7","Dry","0070","43.103605923753044,-73.09259820286665"
"807525","","March 13, 2017, 11:15 AM","Hartland","RT 5 NORTH","US-5","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17WN00321","Windsor PD.","10","6.61","Domestic","Night","EXIT 9 PARK -N- RIDE","None","None","","VT0140400","Not at a Junction","None","RT 5 NORTH","Dry","0050","43.5165640360992,-72.40377166951029"
"807884","","March 19, 2017, 9:05 AM","Bennington","100 North Bennington Road","VT-67A","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17BN01805","Bennington PD.","10","0.15","Deer","Night","Silk Road","None","None","","VT0020100","Not at a Junction","None","100 North Bennington Road","Dry","0671","42.902068762379784,-73.21394820807083"
"807631","","March 19, 2017, 1:00 PM","Derby","MM 172","I-91","Injury","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A501102","VSP - A5 Derby","10","172","Deer","Night","","None","None","","VTVSP0800","Not at a Junction","None","MM 172","Dry","0910","44.94726560773516,-72.15478727467222"
"808109","","March 26, 2017, 9:07 AM","Milton","US Route 7","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","2017MT001904","Milton PD.","10","2.8","Domestic","Night","Chrisemily Ln","None","None","","VT0040600","T - Intersection","None","US Route 7","Dry","0070","44.62592889195232,-73.13806141707764"
"1586453","","March 28, 2017, 7:34 PM","Bennington","Silk Road","TOWN ROAD 0026","Property Damage Only","Head On","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","17BN02103","Bennington PD.","6","999.99","Deer","Night","Vail Road","None","None","","VT0020100","Not at a Junction","None","Silk Road","Wet","T0026","42.89638540763455,-73.22544880730125"
"804118","","March 28, 2017, 8:45 PM","New Haven","US RT 7","US-7","Injury","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B500933","VSP - B5 New Haven","10","1.08","Deer","Day","New Haven River Bridge","None","None","","VTVSP0600","Not at a Junction","None","US RT 7","Dry","0070","44.06289431623946,-73.16819172663455"
"808012","","April 4, 2017, 8:25 PM","Bradford","Mile Marker 97 South","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17A401708","VSP - A4 St. Johnsbury","10","97","Deer","Day","Mile Marker 97","None","None","","VTVSP0200","Not at a Junction","None","Mile Marker 97 South","Wet","0910","43.97596225335366,-72.1261660831168"
"807675","","April 5, 2017, 6:58 PM","Bennington","Dewey Street","DEWEY ST.","Property Damage Only","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","17BN02284","Bennington PD.","2","0.66","Deer","Night","Weeks Street","None","None","","VT0020100","Not at a Junction","None","Dewey Street","Dry","U1020","42.874692540505414,-73.2040224947589"
"806606","","April 7, 2017, 9:15 AM","Bradford","INTERSTATE 91 N","I-91","Property Damage Only","Single Vehicle Crash","Rain","State Highway numbered route, State owned","17A401760","VSP - A4 St. Johnsbury","10","97.8","Deer","Night","Exit 16 N","None","None","","VTVSP0200","Not at a Junction","None","INTERSTATE 91 N","Wet","0910","43.98561195421243,-72.13329252347712"
"808499","","April 10, 2017, 9:16 AM","Milton","926 Us Rt 2","US-2","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","2017MT002319","Milton PD.","10","2.54","Deer","Night","","None","None","","VT0040600","Not at a Junction","None","926 Us Rt 2","Dry","0020","44.618673345415864,-73.2116681494287"
"806635","","April 12, 2017, 8:15 PM","Pittsford","6262 Us Rt 7","US-7","Property Damage Only","","","State Highway numbered route, State owned","17PD000275","Pittsford PD.","10","6.26","Deer","Day","North Of Promanvilles","None","None","","VT0111000","","","6262 Us Rt 7","","0070","43.73712045667316,-73.04224683426281"
"807664","","April 15, 2017, 12:06 PM","St. Johnsbury","Interstate 91 N","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A401908","VSP - A4 St. Johnsbury","10","132.6","Moose","Night","MM 132.6","None","None","","VTVSP0200","Not at a Junction","None","Interstate 91 N","Dry","0910","44.45465956509276,-72.02431300935974"
"806281","","April 15, 2017, 10:00 PM","Ryegate","I-91","I-91","Property Damage Only","Head On","Clear","State Highway numbered route, State owned","17A401915","VSP - A4 St. Johnsbury","10","111.04","Deer","Day","Exit 17","None","None","","VTVSP0200","Not at a Junction","None","I-91","Dry","0910","44.16897043090663,-72.08295319214969"
"806708","","April 17, 2017, 10:24 AM","Poultney","1100 E Main St","VT 140 TH","Property Damage Only","Single Vehicle Crash","Clear","Federal Aid Secondary System (Class 2 TH)","17B402083","VSP - B4 Rutland","3","1.09","Deer","Night","1041 E MAIN ST","None","None","","VTVSP0300","Not at a Junction","None","1100 E Main St","Dry","S0138","43.5234128664387,-73.21294446763554"
"803718","","April 18, 2017, 10:19 AM","Sheffield","I91 North","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A401957","VSP - A4 St. Johnsbury","10","151.5","Moose","Night","Mile Marker 151/5","None","None","","VTVSP0200","Not at a Junction","None","I91 North","Dry","0910","44.68608308186454,-72.13438524229484"
"1637385","","April 19, 2017, 9:15 AM","Lyndon","Interstate 91","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A401971","VSP - A4 St. Johnsbury","10","999.99","Deer","Night","Mile Marker 141","None","None","","VTVSP0200","Not at a Junction","None","Interstate 91","Dry","0910","44.578017541831734,-72.04946316113784"
"806265","","April 21, 2017, 9:05 AM","Wilmington","VT Route 100 South","VT-100","Property Damage Only","","","State Highway numbered route, State owned","17WM00449","Wilmington PD.","10","1.49","Deer","Night","Dix Road","None","None","","VT0130300","","","VT Route 100 South","","1000","42.84808327464778,-72.85849702814986"
"807867","","April 25, 2017, 5:39 PM","Danville","419 US-2","US-2","Injury","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A402098","VSP - A4 St. Johnsbury","10","4.88","Deer","Night","Penny Lane","None","None","","VTVSP0200","Not at a Junction","None","419 US-2","Dry","0020","44.414196526921934,-72.13263331630077"
"926000","","May 1, 2017, 9:30 AM","Fair Haven","RT 4","US-4","Injury","Other - Explain in Narrative","Clear","State Highway numbered route, State owned","17FH00649","Fair Haven PD.","10","1.63","Deer","Night","Exit 2","None","None","","VT0110400","Not at a Junction","None","RT 4","Dry","0040","43.60522312017683,-73.27854709970627"
"803965","","May 1, 2017, 8:33 PM","Rockingham","849 Saxtons River Road","VT 121 TH","Property Damage Only","Single Vehicle Crash","Cloudy","Federal Aid Secondary System (Class 2 TH)","17B102615","VSP - B1 Westminster","3","1","Deer","Day","McBride Road","None","None","","VTVSP1600","Not at a Junction","None","849 Saxtons River Road","Dry","S0126","43.14380962771388,-72.54192985953426"
"806745","","May 2, 2017, 9:21 AM","Essex","BROWNS RIVER RD","VT-128","Property Damage Only","Other - Explain in Narrative","Cloudy","State Highway numbered route, State owned","17ES02102","Essex PD.","10","0.63","Deer","Night","THOMAS LN","None","None","","VT0040200","Not at a Junction","None","BROWNS RIVER RD","Dry","1280","44.51522913965263,-73.04799904044357"
"803995","","May 3, 2017, 7:45 AM","Benson","1097 VT-22A","VT-22A","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17B402393","VSP - B4 Rutland","10","5.18","Deer","Day","Perch Pond Rd","None","None","","VTVSP0300","Not at a Junction","None","1097 VT-22A","Wet","0221","43.742105664524615,-73.30691415562711"
"808312","","May 5, 2017, 9:47 AM","Milton","US Rt 2","US-2","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","2017MT003040","Milton PD.","10","0.9","Wild","Night","Sand Bar","None","None","","VT0040600","Not at a Junction","None","US Rt 2","Dry","0020","44.62588524753535,-73.23953753997482"
"803923","","May 6, 2017, 6:44 AM","Lyndon","I91 S MM143.2","I-91","Property Damage Only","Rear-to-rear","Rain","State Highway numbered route, State owned","17A402295","VSP - A4 St. Johnsbury","10","143.2","Deer","Day","MM143.2","None","None","","VTVSP0200","Not at a Junction","None","I91 S MM143.2","Wet","0910","44.58512937151986,-72.071827664811"
"806860","","May 11, 2017, 1:48 AM","Williston","ESSEX ROAD","VT-2A","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17ES02280","Essex PD.","10","5.31","Deer","Day","RIVER COVE RD","None","None","","VT0040200","T - Intersection","None","ESSEX ROAD","Dry","0021","44.47249588434113,-73.11322521392833"
"807168","","May 12, 2017, 10:39 AM","Bennington","West Road","VT-9","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17BN03218","Bennington PD.","10","1.09","Deer","Night","Dermody Road","None","None","","VT0020100","Not at a Junction","None","West Road","Dry","0090","42.87747501656367,-73.25708486012928"
"806276","","May 12, 2017, 1:24 PM","Pittsford","","US-7","Injury","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17B402547","VSP - B4 Rutland","10","7.56","Deer","Night","Taylor Lane","None","None","","VTVSP0300","Not at a Junction","None","","Dry","0070","43.75514910740312,-73.0482868316382"
"806352","","May 13, 2017, 12:45 AM","Charlotte","RT 7","US-7","Injury","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17A102091","VSP - A1 Williston","10","3.68","Deer","Day","Approximately .25 Miles North Of Ferry Road","None","None","","VTVSP0100","Not at a Junction","None","RT 7","Dry","0070","44.31477578923539,-73.24838169179662"
"806567","","May 16, 2017, 5:55 PM","Randolph","5564 Vt Rt 66","VT-66","Property Damage Only","Head On","","State Highway numbered route, State owned","17RD00407","Randolph PD.","10","6.05","Deer","Night","Salt Box Road","None","None","","VT0090100","Not at a Junction","None","5564 Vt Rt 66","Dry","0660","43.95778485817553,-72.57072919775668"
"806349","","May 17, 2017, 4:50 PM","Essex","289","VT-289","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","17ES002393","Essex PD.","10","8.04","Deer","Night","MM7","None","None","","VT0040200","Not at a Junction","None","289","Dry","2890","44.51739414327212,-73.1140201334575"
"808227","","May 18, 2017, 9:39 AM","Fairlee","I91","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17A402531","VSP - A4 St. Johnsbury","10","90","Deer","Night","Mile Marker 90","None","None","","VTVSP0200","Not at a Junction","None","I91","Dry","0910","43.8899981110985,-72.1736356135519"
"806886","","May 19, 2017, 1:53 PM","Guilford","I-91 Mile Marker 6.3","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","17B103048","VSP - B1 Westminster","10","6.3","Deer","Night","Exit 1","None","None","","VTVSP1600","Not at a Junction","None","I-91 Mile Marker 6.3","Dry","0910","42.82035027659446,-72.56996231168084"
"803838","","May 20, 2017, 4:31 PM","Bennington","101 Main Street","VT-9","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, Class 1 TH","17BN03441","Bennington PD.","11","3.78","Deer","Night","Convent Avenue","None","None","","VT0020100","Not at a Junction","None","101 Main Street","Dry","0090","42.88246654704496,-73.20763153303577"
